Date,Open,High,Low,Close,Volume,next_close_is_high,next_close_is_low
21-Jun-13,333.1,337.7,330.7,330.7,27776505,0,1
20-Jun-13,340.35,341.95,331.05,331.3,14011682,0,1
19-Jun-13,337.6,346.06,334.25,344.6,18656537,0,1
18-Jun-13,336.45,339.65,335.03,335.9,12517060,1,0
17-Jun-13,337.4,340.3,336.15,336.5,11157971,0,1
14-Jun-13,340.55,342.91,335.55,336.5,14280856,0,0
13-Jun-13,339.75,347.9,336.4,339.9,11954370,0,1
12-Jun-13,343.7,346.85,342.1,342.55,8396871,0,1
11-Jun-13,350.35,350.55,339.8,343.95,12912205,0,1
10-Jun-13,346.35,351.25,344.2,350,10377189,0,1
7-Jun-13,345.5,348.1,340.1,346.35,16218120,1,0
6-Jun-13,349.7,354.05,344.8,344.8,14750150,1,0
5-Jun-13,358.3,359.9,344.9,345.6,31564310,0,1
4-Jun-13,362.89,364.45,360.4,364.45,15930928,0,1
3-Jun-13,364.05,364.05,355.12,358.45,19522393,1,0
31-May-13,367.1,369.4,362.35,365.45,17361207,0,1
30-May-13,368,368.48,363.04,367.25,20067779,0,1
29-May-13,384.8,384.8,371.8,373,15461950,0,1
28-May-13,384,388.05,383.4,385,14361311,0,1
24-May-13,384.25,384.65,379.55,380,8900839,1,0
23-May-13,382.3,385.6,379.8,383.3,14335443,0,1
22-May-13,384.95,387.9,381.65,386,14165551,0,1
21-May-13,383.7,384.55,379.5,382,14568035,1,0
20-May-13,382.7,384.05,380.7,383.1,8264923,0,1
17-May-13,374.75,380.8,374.05,380.8,17892988,1,0
16-May-13,376.3,377.15,373.5,373.9,8306610,1,0
15-May-13,377.6,378,373.7,375.4,12030746,0,1
14-May-13,376.55,377.05,371.76,376.8,10199605,0,1
13-May-13,376,377,374.75,375.55,10400800,1,0
10-May-13,376.6,377.9,371.6,375.55,7734612,0,0
9-May-13,375.2,377.4,374.85,376.65,9361647,0,1
8-May-13,371.1,378.84,370.54,375.25,11415262,1,0
7-May-13,370,371,366.99,370,10477775,1,0
3-May-13,366.85,368.95,364.05,367.75,10357576,1,0
2-May-13,369.05,369.25,364.8,366.05,11945826,1,0
1-May-13,367.4,371.35,365.9,370.6,5976155,0,1
30-Apr-13,367.8,369.65,365,366.15,9609226,1,0
29-Apr-13,368,370.75,364.05,366.9,9582821,0,1
26-Apr-13,364.8,376.03,363.67,368.41,10721866,0,1
25-Apr-13,363.25,375.28,362.5,365,10284659,1,0
24-Apr-13,367.95,374.73,362.4,365.2,13461026,0,1
23-Apr-13,369.5,374,366.15,373.8,14806492,0,1
22-Apr-13,365.85,369.45,364.1,368.1,13149146,1,0
19-Apr-13,368.15,368.15,361.06,363,15966991,1,0
18-Apr-13,375,376,365.04,365.45,14453829,0,1
17-Apr-13,377,378,366.25,369.75,31812460,0,1
16-Apr-13,385.35,385.95,382.15,384.85,12357359,0,1
15-Apr-13,387.55,387.65,381.84,385.1,10148566,0,1
12-Apr-13,384.75,387.85,383.28,387.75,8058457,0,1
11-Apr-13,380.75,386.1,380.05,385.4,10831967,1,0
10-Apr-13,380.15,381.17,375.33,380.45,10749212,1,0
9-Apr-13,378.45,380,376.5,378.5,13042333,1,0
8-Apr-13,369.1,375.35,368.1,374.15,11554842,1,0
5-Apr-13,377.1,377.8,366.45,369.05,9727572,1,0
4-Apr-13,377.3,380.3,375.25,378,10555458,0,1
3-Apr-13,385.25,386.25,377.5,377.7,14244162,1,0
2-Apr-13,386.5,386.71,382.57,385.5,9597635,0,1
28-Mar-13,378.25,383.75,375.99,381.55,13915203,1,0
27-Mar-13,375.7,378.55,374.05,377.7,15621507,1,0
26-Mar-13,373,373.52,367.3,373.25,13468185,1,0
25-Mar-13,371.85,374.95,370,371.25,9667661,1,0
22-Mar-13,372.7,374,371.05,371.85,9676045,0,1
21-Mar-13,380.9,381.35,371.45,373.2,16146183,0,1
20-Mar-13,380.95,382.9,380,381.45,11303849,0,1
19-Mar-13,382.65,383.31,378.55,380.05,9086941,1,0
18-Mar-13,381.4,383.55,378,382.65,8566332,0,1
15-Mar-13,386.55,387.52,383.7,385.15,24592073,0,1
14-Mar-13,376.5,386.05,375.2,385.95,17485768,0,1
13-Mar-13,380.45,380.45,374.7,375.6,11973679,1,0
12-Mar-13,378.95,381.1,376.2,380.45,13826640,0,1
11-Mar-13,379,380.9,374.8,377.35,11945765,1,0
8-Mar-13,379.6,380.7,376.3,379.95,11130872,0,1
7-Mar-13,378,381.2,376.4,377.05,13595436,1,0
6-Mar-13,379,383.65,377,378.15,20935198,0,1
5-Mar-13,370,372.5,368.45,372.2,9450947,1,0
4-Mar-13,369.3,370.32,366.3,367.6,7503838,1,0
1-Mar-13,370.1,372.7,365.3,369.45,10257940,0,1
28-Feb-13,365.9,370.7,364.05,369.6,17403656,0,1
27-Feb-13,366.4,367.3,362.2,363.8,13563080,1,0
26-Feb-13,373.75,374.35,363.05,365,17700982,0,1
25-Feb-13,374.05,375.11,372,373.95,11607269,0,1
22-Feb-13,375.1,376.5,371.7,372.25,11916984,1,0
21-Feb-13,375.15,375.2,370.45,373.65,11471901,0,1
20-Feb-13,370.05,375.2,369.05,374.4,12748501,0,1
19-Feb-13,369,370.1,365.4,369.1,10297369,1,0
18-Feb-13,365.7,367.65,359.65,366.95,10105620,1,0
15-Feb-13,371.05,371.55,364.5,364.75,17136181,1,0
14-Feb-13,374.15,374.25,367.31,370.55,8925229,0,1
13-Feb-13,372.85,376.16,370.5,374.25,10871444,0,1
12-Feb-13,368,372.98,367.3,371.95,16610852,1,0
11-Feb-13,366.65,370.32,364.95,367.9,16950661,1,0
8-Feb-13,360.75,364.3,359.77,362.6,7233188,1,0
7-Feb-13,364.8,367.95,360.35,360.35,12802355,1,0
6-Feb-13,360.4,364.75,359.19,363.2,8158835,0,1
5-Feb-13,357.8,361.06,357.75,359.2,7510476,1,0
4-Feb-13,360.95,361.65,357.4,357.5,8497156,1,0
1-Feb-13,357.75,362,357.3,360.6,11802870,0,1
31-Jan-13,358,359,355.42,356.3,12430136,1,0
30-Jan-13,362,362.2,355.85,357.35,13079330,0,1
29-Jan-13,356.2,361.45,354.7,361.25,10950734,0,1
28-Jan-13,356,357.9,353.5,355.95,9556692,1,0
25-Jan-13,352.9,355.85,351.52,355.65,10730852,1,0
24-Jan-13,352.4,353.4,349.75,352.5,8405405,1,0
23-Jan-13,349.5,354.35,349.2,352.8,11555414,0,1
22-Jan-13,351.1,351.68,348.85,349.55,6293868,1,0
21-Jan-13,351.8,353.39,348.8,350.65,6768207,0,1
18-Jan-13,348.85,352.18,347.85,350.35,15588050,1,0
17-Jan-13,348.25,350.47,347,349.05,9055753,1,0
16-Jan-13,346.3,348.5,343.5,347.1,14629413,1,0
15-Jan-13,351.7,352.65,348.4,349.6,14147714,0,1
14-Jan-13,353.5,354.6,348.5,351.2,11613575,0,1
11-Jan-13,356.7,357.2,349.5,353.2,20317088,0,1
10-Jan-13,358,360.3,354.87,355.4,32664080,0,1
9-Jan-13,353,353,346.5,349.15,15187414,1,0
8-Jan-13,349.8,351.66,347.75,351.5,14802021,0,1
7-Jan-13,350,352.4,347.92,349.3,11118873,1,0
4-Jan-13,348.9,350.37,347.24,348.3,11500209,1,0
3-Jan-13,344.4,350.2,342.55,350,15667990,0,1
2-Jan-13,340.55,343.87,340.2,342.75,14852587,1,0
31-Dec-12,337.2,338.2,334.5,336,4082438,1,0
28-Dec-12,336.5,338.64,335,337.45,5828898,0,1
27-Dec-12,337.8,338.55,334.6,336,5848223,1,0
24-Dec-12,340,341.54,338.05,338.5,4512700,0,1
21-Dec-12,338.35,340.6,337.45,339.8,23087726,0,1
20-Dec-12,340,340.6,337.75,338.6,12567564,1,0
19-Dec-12,343.2,343.2,339.65,340.25,12738578,0,1
18-Dec-12,342.35,344,339.68,341.55,9215700,0,1
17-Dec-12,342.7,342.75,339.2,341.7,7453055,0,1
14-Dec-12,340.6,342.55,338.95,341.9,12722188,0,1
13-Dec-12,340,340.5,338.09,339.4,7804728,1,0
12-Dec-12,340,340.75,338.45,340.5,12348729,0,1
11-Dec-12,336.45,342.35,334.75,339.6,13305780,1,0
10-Dec-12,336.8,338,333.8,335.95,8713438,1,0
7-Dec-12,339.8,342.65,335.05,336.75,12265485,0,1
6-Dec-12,338,340.55,335.95,339.6,18081371,0,1
5-Dec-12,339.65,342.2,334.22,337.45,42421745,1,0
4-Dec-12,322.15,327.8,320.2,326.65,13885577,1,0
3-Dec-12,325.7,325.85,321.4,322.45,12852750,1,0
30-Nov-12,325.5,328.25,324.15,325.1,13294815,0,1
29-Nov-12,324.45,326.18,323.15,325.05,11035590,1,0
28-Nov-12,321.75,323.3,319.05,322.85,11841320,1,0
27-Nov-12,318.1,322.1,317.65,321.2,10663290,1,0
26-Nov-12,318,319.25,316,317.5,13131404,1,0
23-Nov-12,318.1,318.75,315.15,318,9389729,0,1
22-Nov-12,317.2,318.9,315.95,317.35,7936142,1,0
21-Nov-12,317.95,318.6,315.05,316,13049946,1,0
20-Nov-12,318.55,318.6,315.9,317.25,8570331,0,1
19-Nov-12,317.05,318.15,315.25,318,14417877,0,1
16-Nov-12,319.3,319.45,314.85,315,13075705,1,0
15-Nov-12,320.3,320.85,316,316.3,11636286,0,1
14-Nov-12,322.35,323.15,321,321.35,14796562,0,1
13-Nov-12,325.25,325.5,319.8,321,17628825,1,0
12-Nov-12,325.45,326.52,323.8,324.75,7755837,0,1
9-Nov-12,323.05,325.16,321.55,324.8,11469183,0,1
8-Nov-12,323.7,328.3,321.83,322.2,14482917,1,0
7-Nov-12,328,329.65,322.1,322.3,16953860,0,1
6-Nov-12,327,327.3,324.7,326.8,13704915,0,1
5-Nov-12,324.85,327,322.45,326.45,8423962,1,0
2-Nov-12,322.15,326.54,320.2,324.75,21281498,1,0
1-Nov-12,320.85,321.6,318.5,320.9,15234022,1,0
31-Oct-12,319.75,322.1,318.7,319.85,17201388,1,0
30-Oct-12,318.7,320.71,317.27,318.8,7714881,1,0
29-Oct-12,317.5,317.6,315,317.05,9211441,1,0
26-Oct-12,313.35,318.35,312.45,317.45,14150162,0,1
25-Oct-12,311.9,315.37,311.05,314.9,21640012,1,0
24-Oct-12,315.15,315.45,310.55,310.55,19848864,1,0
23-Oct-12,316.65,319.22,313.35,313.55,15533750,0,1
22-Oct-12,318.95,319.6,314.55,315.05,13091888,0,1
19-Oct-12,321.3,321.65,317.9,319.15,16262794,0,1
18-Oct-12,317.45,322.48,317.45,320.55,20053184,0,1
17-Oct-12,312,318.77,312,316.3,29233275,1,0
16-Oct-12,311,312.18,307,307.9,18821795,1,0
15-Oct-12,310,312.37,307.78,310,11920710,0,1
12-Oct-12,312.55,317.13,309.8,310,13396940,0,0
11-Oct-12,312.1,316.83,311.2,313,13557414,0,1
10-Oct-12,310.35,316.08,308.95,311.2,14264332,1,0
9-Oct-12,318.2,318.44,312.95,314.45,15562242,0,1
8-Oct-12,313.75,318.35,311.85,317.35,14394878,0,1
5-Oct-12,319.8,321.4,306.4,315.15,41584058,1,0
4-Oct-12,327,327.5,317.2,318.15,30711952,0,1
3-Oct-12,331.65,335.7,326.75,327.95,28597584,0,1
2-Oct-12,330.1,340.3,328.45,336.7,17806111,0,1
1-Oct-12,331.5,335.9,329.79,331,11965625,1,0
28-Sep-12,337.2,337.2,330.3,332,14605401,0,1
27-Sep-12,338,341.5,335.35,335.55,12480692,0,1
26-Sep-12,340.7,342.3,338.25,339.95,11576063,0,1
25-Sep-12,339,343.25,337.4,342.9,10811691,0,1
24-Sep-12,339.6,339.6,336.3,337.65,9901367,1,0
21-Sep-12,340.5,343,339.93,340,22593669,0,1
20-Sep-12,343,344.65,338.5,339.75,11630116,1,0
19-Sep-12,344.8,345.45,341.8,343.45,9461611,0,1
18-Sep-12,346.25,348,342.5,343.95,11882154,0,1
17-Sep-12,346,346.75,343.05,345.65,7982570,0,1
14-Sep-12,345.85,347.2,342.35,345.9,12620105,0,1
13-Sep-12,341.2,343.8,339.1,342.1,10299482,1,0
12-Sep-12,342.35,343.55,340.31,341.2,10883802,1,0
11-Sep-12,342,344.53,339.95,341.65,13158241,0,1
10-Sep-12,346.6,346.6,342.7,343.55,7611450,0,1
7-Sep-12,350.95,351,344.35,347.05,14498891,0,1
6-Sep-12,341,350.95,340.8,349.9,18918591,0,1
5-Sep-12,338.55,342.15,337.2,340.8,12441636,1,0
4-Sep-12,339.95,341.45,336.37,338.8,10216848,1,0
3-Sep-12,336.35,340,335.5,339.45,5569280,0,1
31-Aug-12,339.75,341.3,336,336.6,13456508,1,0
30-Aug-12,337.05,341.75,335.75,339.55,9191852,0,1
29-Aug-12,340.3,341.62,337.3,337.3,7835690,1,0
28-Aug-12,340,342.25,338.3,341.05,11038321,0,1
24-Aug-12,338.4,339.75,337.75,339,11516004,1,0
23-Aug-12,341,341.36,337.15,338,8858830,1,0
22-Aug-12,337.65,340.54,335.7,339.2,12624649,0,1
21-Aug-12,339.45,340.95,338,339.35,12312656,0,1
20-Aug-12,338.3,340.6,338.3,338.95,10580719,1,0
17-Aug-12,338.5,343.6,338.25,340,13668781,0,1
16-Aug-12,333.15,338.5,332.5,338.3,12192476,1,0
15-Aug-12,334.85,335.85,332.5,332.6,10143813,1,0
14-Aug-12,330.7,336,330.65,335,14713023,0,1
13-Aug-12,327.75,332.26,327.4,329.1,9315508,1,0
10-Aug-12,327.75,329.8,326.7,327.35,9163161,1,0
9-Aug-12,327.85,330.43,326.35,328.55,12102748,0,1
8-Aug-12,324.9,327.05,324.35,327.05,11803098,1,0
7-Aug-12,322.25,325.65,321.17,325.65,11905330,1,0
6-Aug-12,320,323.5,317.55,322.3,8024835,1,0
3-Aug-12,316.25,320.76,314.9,319,10020871,1,0
2-Aug-12,318.2,318.86,314.15,314.15,13591245,1,0
1-Aug-12,318.35,318.8,316.65,317.95,9277735,0,1
31-Jul-12,318.55,320.25,317.05,318.1,10881471,0,1
30-Jul-12,320.7,321.9,316.5,318.35,11523502,0,1
27-Jul-12,318.1,321.55,316.5,321,9922794,0,1
26-Jul-12,315.35,319.67,313.55,316,12064353,1,0
25-Jul-12,315.1,316.55,313.1,314,10502998,1,0
24-Jul-12,319.95,320,315.15,315.55,13348882,0,1
23-Jul-12,322.45,323,317.9,318.5,15541022,0,1
20-Jul-12,324.95,327.23,324.03,325,19887934,0,1
19-Jul-12,323.35,325,319.85,324.95,11052124,1,0
18-Jul-12,317.8,322.4,316.7,322.2,11284508,1,0
17-Jul-12,318.95,319.5,315,317,8680615,1,0
16-Jul-12,313.5,318.37,313.1,317,9821366,0,0
13-Jul-12,316,317,311.1,313.75,16303618,1,0
12-Jul-12,318.9,320.3,314.2,315,13003724,0,1
11-Jul-12,319.7,320.8,318.16,320,9402270,0,1
10-Jul-12,318.95,322.9,318.19,319.95,13860604,1,0
9-Jul-12,318,319.45,317,317.4,11131716,1,0
6-Jul-12,317.2,318.43,315.35,317.1,21145778,1,0
5-Jul-12,315.1,318.1,313.25,317.35,15152502,0,1
4-Jul-12,318.95,320,314.8,315.95,9468250,1,0
3-Jul-12,315.85,320.24,314.5,319.75,12730397,0,1
2-Jul-12,309.6,314.7,305.95,314.7,13160108,1,0
29-Jun-12,313.1,315.9,308.6,310.05,24340094,1,0
28-Jun-12,310.85,312,308.78,311.85,9494980,0,1
27-Jun-12,310.5,310.5,307.6,309.8,9105515,1,0
26-Jun-12,310.55,311.5,306.4,309,9035471,1,0
25-Jun-12,310.55,311.5,306.9,309.2,10240049,0,1
22-Jun-12,309.2,313.34,307.95,311.6,9000714,0,1
21-Jun-12,309,312,307.85,310.5,11343898,1,0
20-Jun-12,308.5,309.85,305,309.65,10082421,1,0
19-Jun-12,304.6,308.6,303.35,307.9,13052120,1,0
18-Jun-12,304.3,305.8,300.35,303.75,12177266,1,0
15-Jun-12,306.4,307.85,300.92,301.1,33649674,1,0
14-Jun-12,303.45,306.2,302.35,305.25,9855881,0,1
13-Jun-12,306,306.2,300.9,303.95,14970061,1,0
12-Jun-12,303.55,304.95,301.2,304.05,13851480,0,1
11-Jun-12,307.9,309.95,299.7,302.8,20152984,1,0
8-Jun-12,305,305.95,300.3,302.8,13918615,0,0
7-Jun-12,302.85,305.2,299.9,303.5,16765104,0,1
6-Jun-12,303.95,303.95,294.5,301.2,18851463,1,0
1-Jun-12,301.8,303.28,296.6,299.25,14628406,1,0
31-May-12,299,303.8,297.6,302.55,21224729,0,1
30-May-12,300.5,301.65,296.15,297.05,18386201,1,0
29-May-12,305.25,308.57,300.25,301,18704252,0,1
28-May-12,311.45,313.8,296.02,304.5,7564944,0,1
25-May-12,309,310.98,307.3,309.55,11798942,0,1
24-May-12,305,309.8,301.05,308.25,17306740,1,0
23-May-12,309,311.81,303.2,304.6,19966278,1,0
22-May-12,313.15,314.75,308.35,309.8,17145505,0,1
21-May-12,313.15,314.59,310,311.15,14027640,0,1
18-May-12,312,320.5,311.1,313.7,15413786,0,1
17-May-12,318,318,312.55,313.95,11549909,0,1
16-May-12,312.8,320.8,312.65,317.9,13460999,0,1
15-May-12,319.7,320.45,313.3,316,12586529,1,0
14-May-12,322.1,322.25,316.4,318.75,11477824,0,1
11-May-12,320.05,325.09,317.75,323.75,12833634,0,1
10-May-12,322.15,325.04,318.55,320.15,13364270,1,0
9-May-12,324.95,325.8,317,320.5,16612539,0,1
8-May-12,320.85,328.31,319.45,323.45,23122536,0,1
4-May-12,318.85,323.65,317.6,319.2,20727285,1,0
3-May-12,318.95,322.45,317.38,318.2,15130561,1,0
2-May-12,321,321.97,317,318,9891183,1,0
1-May-12,318.95,323,317.05,319.2,6554679,0,1
30-Apr-12,319.05,327,314.6,317.35,12023340,1,0
27-Apr-12,316,325.03,314,317.95,12937646,0,1
26-Apr-12,317.65,323,311.53,313.9,13378879,1,0
25-Apr-12,317.5,330.25,315,317,15102719,0,1
24-Apr-12,320.2,326.85,318.48,326.55,16295132,0,1
23-Apr-12,320.65,321.72,308.64,319.3,14755741,1,0
20-Apr-12,320,323.05,318.25,321.85,18078999,0,1
19-Apr-12,323.35,327.8,319.25,320.05,18552878,1,0
18-Apr-12,334,335.7,320.5,321.05,36300786,0,1
17-Apr-12,322.2,330.3,320.78,328.3,15806404,0,1
16-Apr-12,321.95,324,320.25,320.9,10422040,1,0
13-Apr-12,325.75,327,321.4,322.05,12726985,0,1
12-Apr-12,321,329.07,318.25,325.41,23403177,0,1
11-Apr-12,317.2,319.35,315.22,318.75,17041851,1,0
10-Apr-12,323.15,324.9,315.05,315.25,19376457,1,0
5-Apr-12,326.85,327.45,322,324.5,9286117,0,1
4-Apr-12,332,332.67,324.4,325.95,11931110,0,1
3-Apr-12,337.45,337.7,330.9,332.3,13839100,0,1
2-Apr-12,330.95,334.75,327.49,331.2,14082497,1,0
30-Mar-12,324.85,330.71,324.45,327.9,17468694,1,0
29-Mar-12,335,336.51,326.95,328.1,16704291,0,1
28-Mar-12,338.5,341,336.15,336.75,16248019,0,1
27-Mar-12,339.8,341.59,337.39,338.4,14403335,0,1
26-Mar-12,338.85,341.78,337.2,339,13782536,0,1
23-Mar-12,332.75,338.97,332.62,337.7,15796351,1,0
22-Mar-12,332,334,329.79,331.65,14298368,1,0
21-Mar-12,335,335.46,329.7,332.3,15003156,0,1
20-Mar-12,333.3,336.31,332,332.75,16930059,0,1
19-Mar-12,328.9,331.95,326.22,331,13935514,1,0
16-Mar-12,322.55,328.6,322,328.5,25654281,1,0
15-Mar-12,324,324.75,319.82,321.75,18613685,1,0
14-Mar-12,322.9,326.44,321.35,324.85,24391528,0,1
13-Mar-12,321,322.2,319.85,320.6,22524541,1,0
12-Mar-12,319.7,322.02,317.9,319,17112661,1,0
9-Mar-12,316.15,319.31,314.8,318.3,21218703,1,0
8-Mar-12,314.7,315.56,313.12,314.1,13010355,1,0
7-Mar-12,314.05,315.93,309.95,311.4,13942607,1,0
6-Mar-12,316.75,318.05,310.3,310.45,21445701,1,0
5-Mar-12,316.35,317.85,315.2,316.7,10896807,0,1
2-Mar-12,320.7,321.4,317.7,318.25,11997157,0,1
1-Mar-12,315.5,320,314.5,320,14035652,0,1
29-Feb-12,318.75,320.85,315.75,316.1,16534077,1,0
28-Feb-12,318.25,320,317,318.4,13168466,0,1
27-Feb-12,318,318.4,313.65,318,10959791,1,0
24-Feb-12,316.7,319.37,314.6,317.31,16127981,1,0
23-Feb-12,317.2,319.51,311.8,316,21299980,1,0
22-Feb-12,319.6,320.29,315.3,315.4,20568719,1,0
21-Feb-12,322.35,323.83,320.71,322.7,16895725,0,1
20-Feb-12,319.95,322,318.7,321.55,13889995,1,0
17-Feb-12,321.9,323.04,316.13,321,19233219,1,0
16-Feb-12,317.5,322.44,315,320,11883808,1,0
15-Feb-12,316.3,319.92,315.05,317.88,16838698,1,0
14-Feb-12,319.6,320.65,312.8,314.15,23657746,1,0
13-Feb-12,322.1,323.01,318.53,319.4,14192084,0,1
10-Feb-12,324.1,325.66,319.15,320.65,26817863,0,1
9-Feb-12,330.75,331.18,324.15,324.5,21747146,0,1
8-Feb-12,330,331.63,327.3,329.4,18178768,0,1
7-Feb-12,325.3,330.35,322.35,327.4,17749218,1,0
6-Feb-12,325.55,326.38,322.3,324.8,15024138,1,0
3-Feb-12,319.55,326.65,317.45,326.65,24238863,0,1
2-Feb-12,322.05,322.5,318.5,319,16721445,1,0
1-Feb-12,321.4,324.66,319.55,321.45,20107984,0,1
31-Jan-12,321.6,324.74,316.43,319.6,30478767,1,0
30-Jan-12,321.85,322.24,317,320,23182411,0,1
27-Jan-12,324.8,326.14,319.15,320.75,24507885,0,1
26-Jan-12,327,327.44,319.55,323,28965069,0,1
25-Jan-12,333.35,334.13,321.55,322.85,42047835,1,0
24-Jan-12,333.45,337.5,329,330,28739437,0,1
23-Jan-12,329.95,337.86,329,335,38215001,0,1
20-Jan-12,328,330.7,326.15,329,52041785,1,0
19-Jan-12,321,327.6,319.24,327,47776354,1,0
18-Jan-12,318.35,323.42,315.89,321,33324486,1,0
17-Jan-12,315.1,318.68,312.87,317.5,39579317,1,0
16-Jan-12,317,319.3,311,312.35,39168760,1,0
13-Jan-12,325,328.73,313.65,316.8,97767949,0,1
12-Jan-12,349,365,321.25,330,249226513,0,1
11-Jan-12,392.45,392.45,383.6,385,15264071,0,1
10-Jan-12,392.65,394.95,388.6,390,16111326,0,1
9-Jan-12,393,393.21,386.35,390.45,15784410,0,1
6-Jan-12,392.75,395,386.92,390.9,18850671,0,1
5-Jan-12,409.5,409.65,393.8,393.9,17497812,0,1
4-Jan-12,411.85,412,403.23,405.5,11474190,0,1
3-Jan-12,410,412,405.25,411.25,14073302,0,1
30-Dec-11,404.2,405.5,401.35,403.45,3796157,1,0
29-Dec-11,400.9,402.78,391.45,402.75,5648908,1,0
28-Dec-11,392.95,402.65,392.1,399.8,17353063,1,0
23-Dec-11,-,-,-,391,0,1,0
22-Dec-11,383.75,389.25,383.75,387.6,7249344,1,0
21-Dec-11,387.75,389.9,379.85,382.9,11479829,1,0
20-Dec-11,381.9,389.25,380.45,387.95,11728361,0,1
19-Dec-11,381.15,387.75,380.05,383.85,7572630,1,0
16-Dec-11,387.05,390.11,382.9,382.9,16678399,1,0
15-Dec-11,388.45,389.85,385.9,386.3,14688020,0,1
14-Dec-11,385,391.24,385,386.35,13030214,0,1
13-Dec-11,391.1,393.67,386.7,389.5,15979039,0,1
12-Dec-11,395.35,398.26,391.5,391.5,9356229,0,1
9-Dec-11,395.2,401.85,394.25,399,9099359,0,1
8-Dec-11,399,400.6,389.9,397.2,19008957,1,0
7-Dec-11,401,401,392.3,396.9,14594517,1,0
6-Dec-11,405.65,408.8,397.55,398.75,16196538,0,1
5-Dec-11,407.05,413.05,402.6,406.75,11191682,0,1
2-Dec-11,409.25,410.77,404,405,10243872,1,0
1-Dec-11,405.55,410.2,405.25,406,17828371,0,1
30-Nov-11,395.95,406.9,393.25,405.2,22048637,1,0
29-Nov-11,396.2,400.84,394.4,398.3,11175595,1,0
28-Nov-11,386.9,399.05,384.8,396.25,18614833,1,0
25-Nov-11,381,387.35,380.17,384.2,8656067,1,0
24-Nov-11,385.6,385.01,381.85,382.45,12706955,1,0
23-Nov-11,384.05,388.42,380.75,384.75,17043933,0,1
22-Nov-11,392.55,395.16,385.8,385.8,12883564,0,1
21-Nov-11,393.7,394,391.02,391.15,10323850,0,1
18-Nov-11,399,401.7,394.85,395.7,10634480,0,1
17-Nov-11,405.25,405.38,398.25,401.85,10591497,0,1
16-Nov-11,404.9,408.12,399.22,406.7,13070079,0,1
15-Nov-11,400.9,406.9,398.15,405,11133079,1,0
14-Nov-11,405.65,405.02,401.32,402.75,8790329,1,0
11-Nov-11,400.75,404,398.5,403.6,14183046,0,1
10-Nov-11,398,401.7,396.34,400.15,18432144,1,0
9-Nov-11,410.25,412,400.8,401.75,13661145,0,1
8-Nov-11,405.15,410.3,403.85,408.7,14865665,0,1
7-Nov-11,403.9,406.25,399.45,404.65,9204144,1,0
4-Nov-11,408.3,410.35,403.09,405.55,8693711,0,1
3-Nov-11,397.55,408.32,397.1,406.7,12453567,0,1
2-Nov-11,400.95,404.65,396,401.75,10506848,1,0
1-Nov-11,397.5,401.63,392.85,398,12908942,1,0
31-Oct-11,403.75,407.85,401.75,401.75,17031380,0,1
28-Oct-11,410.85,410.85,403.3,405.45,12518772,0,1
27-Oct-11,412.9,412.9,407.05,410,15336370,0,1
26-Oct-11,401.8,406.05,400.3,405.55,14622577,1,0
25-Oct-11,403.5,404.8,399,402.95,11134038,1,0
24-Oct-11,405.2,407.4,401.75,405.2,7735716,0,1
21-Oct-11,404.75,407.2,400.08,405.2,12445229,0,0
20-Oct-11,399.75,407.3,398.3,402.7,12411250,1,0
19-Oct-11,406.85,408.6,400.9,403.55,12894040,0,1
18-Oct-11,404,406.65,401,404.7,9064274,0,1
17-Oct-11,410.05,410.95,402.75,410,13310395,0,1
14-Oct-11,404.95,409.85,403.25,409,11987215,1,0
13-Oct-11,399.05,408.03,398.75,404.7,14528632,1,0
12-Oct-11,401.25,408.98,398.55,400.75,12700894,1,0
11-Oct-11,411.4,412.69,404.4,408,16411112,0,1
10-Oct-11,407.3,410.05,405.65,410.05,17090200,0,1
7-Oct-11,406.6,411.45,402.95,405.35,22470893,1,0
6-Oct-11,394,406.75,387.91,406,29577136,0,1
5-Oct-11,382,393.25,372.15,381.5,24119211,1,0
4-Oct-11,373.55,383.5,372.4,380.1,27439549,1,0
3-Oct-11,371,373.2,368.1,370.5,15326899,1,0
30-Sep-11,379.1,380.8,375.15,378,15923007,0,1
29-Sep-11,380.5,382.45,378.4,380.45,14760860,0,1
28-Sep-11,384.3,0,379.65,381,12855266,0,1
27-Sep-11,380.5,384.54,374.65,384.5,17239979,0,1
26-Sep-11,363.2,374.5,362.6,371.4,21252001,1,0
23-Sep-11,360.25,365.35,358.05,365.2,20149002,1,0
22-Sep-11,358.5,360.01,351.7,356.25,23921087,1,0
21-Sep-11,369.75,369.75,362.9,364,16985741,0,1
20-Sep-11,367.55,372.75,0,371.15,13136319,0,1
19-Sep-11,370.9,371.75,366.2,367.75,9590285,1,0
16-Sep-11,372.5,376.4,368.25,373.8,23401149,0,1
15-Sep-11,369.8,374.82,369.55,370.95,14167299,1,0
14-Sep-11,361.8,369.5,361.75,365.95,14291469,1,0
13-Sep-11,368.15,368.7,361.6,364.1,13705882,1,0
12-Sep-11,361.95,367.62,358.75,363.7,16185067,1,0
9-Sep-11,377.65,379.75,366.85,368.85,13464517,0,1
8-Sep-11,376.3,381.64,374.55,379.55,14866225,0,1
7-Sep-11,381,384.38,371.35,374.7,17117917,1,0
6-Sep-11,360.6,376.35,360.05,369,23048067,1,0
5-Sep-11,370.05,373.65,361.2,361.25,12908658,1,0
